0.302418,-0.104536,0.711108,0.0402759,0.187865,0.0899295,0.443726,-0.319267,0.207772,0.0703154,
0.301289,0.592578,-0.270021,0.536298,0.0947918,-0.324056,0.227203,-0.047782,0.171797,0.0115646,
0.479277,-0.28777,0.0750043,-0.142281,0.276189,-0.444803,-0.279983,0.443714,0.232621,-0.241033,
0.456207,0.236697,-0.30126,-0.331678,0.33656,0.630023,-0.0779123,-0.0913932,0.0322309,-0.0970481,
0.318596,-0.190759,-0.0317734,0.156231,0.123384,-0.135277,0.0596275,-0.152791,-0.879677,-0.049342,
0.32685,0.0916153,0.295139,0.350696,-0.604816,0.360917,-0.281453,0.270827,-0.0476685,-0.154213,
0.176169,0.0528414,-0.153351,-0.442529,-0.428663,-0.0973925,0.660392,0.331573,-0.0763749,-0.0411712,
0.172917,-0.666337,-0.45959,0.338713,-0.151609,0.151409,0.184694,-0.194942,0.283281,0.0432736,
0.263588,0.0855421,-0.0466179,-0.348118,-0.422379,-0.333392,-0.313113,-0.634002,0.0958258,0.0333102,
0.20295,-0.0137474,0.00109481,-0.0369729,0.000766878,0.000930786,-0.12643,0.209659,-0.028252,0.946844,
