17.723,0.0783178,-0.0265549,-0.0237252,-0.0118461,0.00723081,-0.00447852,0.00678565,-0.00456355,-0.000814082,
17.7018,0.0782779,-0.0148013,-0.013757,-0.00534245,-0.00361035,-0.0103348,0.00492471,-0.00857092,0.00256476,
17.6995,0.0670359,0.0027502,-0.012626,0.0113076,-0.00869576,-0.0119947,0.000422473,-0.000112694,0.0007757,
17.6983,0.0488614,0.00387493,-0.0164217,0.0171187,-0.00276378,-0.00767415,0.0062029,0.000773984,-6.33888e-05,
17.7001,0.0549736,-0.00546712,-0.017439,-0.00131654,-0.00811471,0.0149917,0.0105404,0.00618602,-0.0013204,
17.6903,0.0260258,-0.00840384,0.0179991,-0.0157958,0.000491048,0.00569549,-0.000566562,0.00638034,-0.00019731,
17.6897,0.0261502,-0.0190526,0.0277052,-0.0110162,0.0086428,-0.00360517,-0.00893823,0.0118007,0.00109904,
17.7013,0.0214076,-0.0103135,0.0227499,0.00456557,0.00255144,0.00304248,-0.00287976,-0.0133024,-0.00181831,
17.6947,0.0251316,0.0234195,0.0160383,0.0131706,0.00672774,0.00613296,-0.00836047,-0.00133325,-0.000787177,
17.6857,0.00684974,0.0545487,-0.000523694,-0.000845448,-0.00245923,0.00822466,-0.00813115,0.00274171,0.000561174,
17.6744,-0.0101455,0.0662653,-0.0031464,-0.00635873,-0.000689077,-0.00295551,-0.00326338,0.00230563,-0.00102236,
17.6569,-0.0200499,0.0599725,-0.00779344,-0.0156858,0.0118341,0.00410718,-0.000659494,-0.00112329,-0.00154874,
17.635,-0.0253765,0.048162,0.0014604,-0.0183133,0.010389,-0.000461812,0.00568745,-0.00292901,0.000311413,
17.639,-0.0151885,0.0111984,0.0230125,-0.000393653,-0.0143429,0.00462137,0.00810167,-0.00032307,0.00177338,
17.6417,-0.0269285,-0.00932273,0.0261366,0.00819308,-0.0186512,0.00111288,0.00583699,-0.00938357,0.000949932,
17.6357,-0.065468,-0.0130652,0.0235055,0.0195896,0.00419216,-0.0165382,0.00111891,0.0090902,-0.00133097,
17.6177,-0.087583,-0.043856,-0.0275852,0.0381847,-0.0075745,0.0198594,-0.00735764,0.0108154,0.00492324,
17.6148,-0.0788655,-0.0323848,-0.00869575,0.00694551,0.0242139,0.00605933,0.0050166,0.00345227,-0.00264903,
17.6087,-0.0534298,-0.0405561,-0.0061842,-0.0141291,0.00673002,0.00389127,-0.00154063,-0.00411022,0.000113239,
17.6008,-0.0499966,-0.0464135,-0.02071,-0.0180324,-0.0161014,-0.0196959,-0.0129405,-0.00779436,-0.00152011,
